video_id,scbi,score_quality,coverage,diversity,efficiency,balance,num_selected,num_dense,compression_ratio
112,0.2849575977319785,0.569915195463957,0.0,0.782349391761859,0.8615384615384616,0.0,16,65,0.24615384615384617
263,0.11271658660665106,0.2254331732133021,0.0,0.6432659161976981,0.9865229110512129,0.0,14,371,0.03773584905660377
225,0.09501063582265398,0.19002127164530797,0.0,0.818704083432006,0.9647887323943662,0.0,16,142,0.11267605633802817
95,0.2140423531180005,0.428084706236001,0.0,0.7451480545246768,0.9523809523809523,0.0,16,189,0.08465608465608465
188,0.5823432605848646,0.16468652116972918,1.0,0.42764644345281577,0.9782608695652174,0.2827997373994328,15,92,0.16304347826086957
769,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
485,0.10825898807842817,0.21651797615685633,0.0,0.0,0.9830508474576272,0.0,16,59,0.2711864406779661
875,0.0,0.0,0.0,0.0,0.0,0.0,16,111,0.14414414414414414
688,0.0,0.0,0.0,0.0,0.0,0.0,16,196,0.08163265306122448
852,0.54528288847718,0.09056577695435987,1.0,0.13185077193275263,0.9866666666666667,0.16608952686427467,16,150,0.10666666666666667
124,0.5023782616186698,0.00475652323733969,1.0,0.004990584895156698,0.9879518072289156,0.009468011657220408,16,166,0.0963855421686747
33,0.002816046937785558,0.005632093875571116,0.0,0.0,0.9951923076923077,0.0,16,208,0.07692307692307693
2,0.750266168887394,0.5005323377747879,1.0,1.0,0.9846153846153847,0.6671396879284208,16,130,0.12307692307692308
575,0.7384203634339837,0.4768407268679674,1.0,1.0,0.9894736842105263,0.645757823701456,16,190,0.08421052631578947
735,0.0,0.0,0.0,0.0,0.0,0.0,16,84,0.19047619047619047
474,0.01765989996233648,0.03531979992467296,0.0,0.0,0.9887640449438202,0.0,16,89,0.1797752808988764
719,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
877,0.0,0.0,0.0,0.0,0.0,0.0,16,236,0.06779661016949153
17,0.105677828340216,0.211355656680432,0.0,0.0,0.9939024390243902,0.0,16,164,0.0975609756097561
368,0.5044085621128425,0.008817124225684855,1.0,0.0032628039559559245,0.996,0.017480124026349013,16,500,0.032
490,0.4927312573656094,0.9854625147312188,0.0,0.040618716802161024,0.9923469387755102,0.0,16,392,0.04081632653061224
520,0.5825212268935995,0.16504245378719903,1.0,0.002226952272152795,0.9844961240310077,0.28332435998481625,16,129,0.12403100775193798
617,0.0,0.0,0.0,0.0,0.0,0.0,16,187,0.0855614973262032
834,0.0,0.0,0.0,0.0,0.0,0.0,16,149,0.10738255033557047
289,0.0,0.0,0.0,0.0,0.0,0.0,16,39,0.41025641025641024
232,0.19917245867109007,0.39834491734218014,0.0,0.6630743645835221,0.9545454545454546,0.0,16,88,0.18181818181818182
236,0.001185850047206365,0.00237170009441273,0.0,0.0,0.9953488372093023,0.0,16,215,0.07441860465116279
269,0.7099758498246174,0.4199516996492347,1.0,0.5548583630581045,0.9904306220095693,0.5915013866358606,16,209,0.07655502392344497
157,0.43892809724604137,0.8778561944920827,0.0,0.6755054613413385,0.9911012235817576,0.0,16,899,0.017797552836484983
831,0.9208900751996429,0.841780150399286,1.0,0.3742232441628391,0.9910714285714286,0.9140940629822659,16,224,0.07142857142857142
802,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
72,0.2663217684636771,0.5326435369273542,0.0,0.6973091344342468,0.9947735191637631,0.0,16,574,0.027874564459930314
518,0.15523050478665104,0.3104610095733021,0.0,1.0,0.9473684210526316,0.0,16,76,0.21052631578947367
