video_id,scbi,score_quality,coverage,diversity,efficiency,balance,num_selected,num_dense,compression_ratio
112,0.26107960884447406,0.5221592176889481,0.0,0.7574084250787578,0.8769230769230769,0.0,16,65,0.24615384615384617
263,0.06817259133099843,0.13634518266199686,0.0,0.42228804544529286,0.9919137466307277,0.0,16,371,0.0431266846361186
225,0.5011652130273194,0.0023304260546389544,1.0,0.00437454612460157,0.9788732394366197,0.004650015591788329,16,142,0.11267605633802817
95,0.22321207781758665,0.4464241556351733,0.0,0.9383320485136764,0.9417989417989419,0.0,16,189,0.08465608465608465
188,0.1364962794731931,0.2729925589463862,0.0,0.0,0.9891304347826086,0.0,16,92,0.17391304347826086
769,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
485,0.6804358087127694,0.3608716174255389,1.0,0.2425728248191057,0.9661016949152542,0.5303536539445599,16,59,0.2711864406779661
875,0.0,0.0,0.0,0.0,0.0,0.0,16,111,0.14414414414414414
688,0.0,0.0,0.0,0.0,0.0,0.0,16,196,0.08163265306122448
852,0.5722397778116244,0.14447955562324882,1.0,0.1361178912667974,0.9866666666666667,0.2524807977798601,16,150,0.10666666666666667
124,0.5014895918203819,0.002979183640763706,1.0,0.0018964068901538354,0.9879518072289156,0.0059406689378126865,16,166,0.0963855421686747
33,0.0,0.0,0.0,0.0,0.0,0.0,16,208,0.07692307692307693
2,0.750266168887394,0.5005323377747879,1.0,1.0,0.9846153846153847,0.6671396879284208,16,130,0.12307692307692308
575,0.0,0.0,0.0,0.0,0.0,0.0,16,190,0.08421052631578947
735,0.0,0.0,0.0,0.0,0.0,0.0,16,84,0.19047619047619047
474,0.0,0.0,0.0,0.0,0.0,0.0,16,89,0.1797752808988764
719,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
877,0.0,0.0,0.0,0.0,0.0,0.0,16,236,0.06779661016949153
17,0.561204439907157,0.12240887981431396,1.0,0.2198490922694278,0.9878048780487805,0.2181181599963192,16,164,0.0975609756097561
368,0.0038610584672600324,0.007722116934520065,0.0,0.0,0.998,0.0,16,500,0.032
490,0.48882021988761787,0.9776404397752357,0.0,0.0,0.9974489795918368,0.0,16,392,0.04081632653061224
520,0.07492880502703098,0.14985761005406195,0.0,0.0,0.9922480620155039,0.0,16,129,0.12403100775193798
617,0.0,0.0,0.0,0.0,0.0,0.0,16,187,0.0855614973262032
834,0.0,0.0,0.0,0.0,0.0,0.0,16,149,0.10738255033557047
289,0.0,0.0,0.0,0.0,0.0,0.0,16,39,0.41025641025641024
232,0.23519574229539722,0.47039148459079444,0.0,0.862886518125108,0.9318181818181819,0.0,16,88,0.18181818181818182
236,0.012395866412800475,0.02479173282560095,0.0,0.06398260639117612,0.9813953488372094,0.0,16,215,0.07441860465116279
269,0.7099758498246174,0.4199516996492347,1.0,0.5548583630581045,0.9904306220095693,0.5915013866358606,16,209,0.07655502392344497
157,0.4431816872366747,0.8863633744733495,0.0,0.692037380251755,0.9911012235817576,0.0,16,899,0.017797552836484983
831,0.9208900751996429,0.841780150399286,1.0,0.3742232441628391,0.9910714285714286,0.9140940629822659,16,224,0.07142857142857142
802,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
72,0.35705081420073403,0.7141016284014681,0.0,0.0,0.9982578397212544,0.0,16,574,0.027874564459930314
518,0.5673937956279764,0.13478759125595283,1.0,0.18952370328460516,0.9736842105263158,0.2375556311939814,16,76,0.21052631578947367
517,0.609040744301441,0.218081488602882,1.0,0.26309536858818683,0.9803921568627451,0.3580737260082947,16,102,0.1568627450980392
796,0.0010744091728672556,0.002148818345734511,0.0,0.0,0.9924242424242424,0.0,16,132,0.12121212121212122
143,0.4510289884438191,0.9020579768876382,0.0,0.12045625410052517,0.9441860465116279,0.0,16,215,0.07441860465116279
709,0.25742002153742244,0.5148400430748449,0.0,0.6880559637545924,0.963302752293578,0.0,16,109,0.14678899082568808
869,0.0,0.0,0.0,0.0,0.0,0.0,16,144,0.1111111111111111
45,0.7070212512583283,0.4140425025166564,1.0,0.36847676313997657,0.9878787878787879,0.5856153570769762,16,165,0.09696969696969697
198,0.8611963571425995,0.7223927142851989,1.0,0.7856428252836314,0.984375,0.8388246284297542,16,128,0.125
181,0.537419714967783,0.07483942993556596,1.0,0.2570512166082287,0.9863013698630136,0.1392569491799392,16,146,0.1095890410958904
399,0.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0
56,0.07918558264338599,0.15837116528677198,0.0,0.26063879623182845,0.9935622317596566,0.0,16,466,0.034334763948497854
401,0.0,0.0,0.0,0.0,0.0,0.0,16,23,0.6956521739130435
40,0.6640977548763609,0.3281955097527217,1.0,0.7362350710261889,0.9920634920634921,0.49419758965127636,16,252,0.06349206349206349
871,0.0,0.0,0.0,0.0,0.0,0.0,16,150,0.10666666666666667
390,0.8876536929410928,0.7753073858821856,1.0,0.43360976652821975,0.9968253968253968,0.8734345297582593,16,630,0.025396825396825397
648,0.0,0.0,0.0,0.0,0.0,0.0,16,93,0.17204301075268819
661,0.013737408595122673,0.027474817190245346,0.0,0.06883687696740196,0.9523809523809523,0.0,16,63,0.25396825396825395
678,0.22770027487986502,0.45540054975973004,0.0,0.0,0.9939024390243902,0.0,16,164,0.0975609756097561
598,0.0,0.0,0.0,0.0,0.0,0.0,16,138,0.11594202898550725
161,0.4852176026145318,0.9704352052290636,0.0,0.12333832479053851,0.9805068226120858,0.0,16,513,0.031189083820662766
196,0.16597852338426886,0.3319570467685377,0.0,0.0,0.9950980392156863,0.0,16,204,0.0784313725490196
660,0.0,0.0,0.0,0.0,0.0,0.0,16,89,0.1797752808988764
365,0.0063244674133915825,0.012648934826783165,0.0,0.0,0.9878048780487805,0.0,16,82,0.1951219512195122
628,0.0,0.0,0.0,0.0,0.0,0.0,16,281,0.05693950177935943
169,0.18710862541522766,0.3742172508304553,0.0,0.596947744606481,0.9894736842105263,0.0,16,475,0.03368421052631579
175,0.2590578342213482,0.5181156684426964,0.0,0.0,0.9943181818181818,0.0,16,176,0.09090909090909091
477,0.0,0.0,0.0,0.0,0.0,0.0,16,320,0.05
348,0.0,0.0,0.0,0.0,0.0,0.0,16,230,0.06956521739130435
570,0.0,0.0,0.0,0.0,0.0,0.0,16,114,0.14035087719298245
412,0.0,0.0,0.0,0.0,0.0,0.0,16,34,0.47058823529411764
832,0.0,0.0,0.0,0.0,0.0,0.0,16,160,0.1
300,0.7495731849347578,0.4991463698695156,1.0,0.8993031346230208,0.9895287958115183,0.6659074522696018,16,191,0.08376963350785341
708,0.0,0.0,0.0,0.0,0.0,0.0,16,312,0.05128205128205128
597,0.737263791709686,0.4745275834193722,1.0,0.017001202838975073,0.9772727272727273,0.6436333762152637,16,88,0.18181818181818182
15,0.10974738436136233,0.21949476872272466,0.0,0.633164162711911,0.9192546583850931,0.0,16,161,0.09937888198757763
19,0.999329754371934,0.9986595087438681,1.0,0.00041428308845660136,0.9833333333333333,0.9993293048414362,16,120,0.13333333333333333
562,0.48693066360771653,0.9738613272154331,0.0,0.0,0.9868421052631579,0.0,16,76,0.21052631578947367
229,0.5464277798134006,0.09285555962680127,1.0,0.05027851169785865,0.9862068965517241,0.16993198928961933,16,145,0.1103448275862069
709,0.0,0.0,0.0,0.0,0.0,0.0,16,109,0.14678899082568808
384,0.5206349869660104,0.04126997393202086,1.0,0.011572996673754431,0.9960552268244576,0.07926853739223477,16,507,0.03155818540433925
433,0.0,0.0,0.0,0.0,0.0,0.0,16,173,0.09248554913294797
320,0.0,0.0,0.0,0.0,0.0,0.0,16,191,0.08376963350785341
704,0.0,0.0,0.0,0.0,0.0,0.0,16,123,0.13008130081300814
365,0.0,0.0,0.0,0.0,0.0,0.0,16,82,0.1951219512195122
58,0.5348543128180793,0.06970862563615861,1.0,0.1690688877828258,0.98989898989899,0.13033198754418326,16,198,0.08080808080808081
465,0.3642966327751999,0.7285932655503998,0.0,0.0,0.998165137614679,0.0,16,545,0.029357798165137616
846,0.0,0.0,0.0,0.0,0.0,0.0,16,134,0.11940298507462686
698,0.0,0.0,0.0,0.0,0.0,0.0,16,179,0.0893854748603352
431,0.3631770387552769,0.7263540775105538,0.0,0.0,0.9965156794425087,0.0,16,287,0.05574912891986063
136,0.7380099161915152,0.4760198323830306,1.0,1.0,0.9919678714859438,0.6450046563595256,16,249,0.0642570281124498
780,0.0,0.0,0.0,0.0,0.0,0.0,16,49,0.32653061224489793
268,0.05896261643048808,0.11792523286097616,0.0,0.0,0.9945054945054945,0.0,16,182,0.08791208791208792
98,0.4324558236169017,0.8649116472338034,0.0,0.7075266226475762,0.9951749095295537,0.0,16,829,0.019300361881785282
142,0.32480919282334375,0.6496183856466875,0.0,0.9487337469322995,0.9047619047619048,0.0,16,168,0.09523809523809523
99,0.10746695745001389,0.21493391490002778,0.0,0.6699000357150575,0.9553571428571429,0.0,16,112,0.14285714285714285
189,0.060791250615233855,0.12158250123046771,0.0,0.0,0.9933333333333333,0.0,16,150,0.10666666666666667
378,0.0,0.0,0.0,0.0,0.0,0.0,16,111,0.14414414414414414
620,0.02139264687702873,0.04278529375405746,0.0,0.0,0.9948453608247423,0.0,16,194,0.08247422680412371
211,0.19355657674321763,0.38711315348643527,0.0,1.0,0.9948805460750854,0.0,16,586,0.027303754266211604
272,0.17497920997775285,0.3499584199555057,0.0,0.8773615497111272,0.8333333333333334,0.0,16,72,0.2222222222222222
128,0.007376523321577666,0.014753046643155332,0.0,0.0,0.9969135802469136,0.0,16,324,0.04938271604938271
34,0.20096090520748797,0.40192181041497593,0.0,1.0,0.962962962962963,0.0,16,216,0.07407407407407407
897,0.0,0.0,0.0,0.0,0.0,0.0,16,86,0.18604651162790697
723,0.0,0.0,0.0,0.0,0.0,0.0,16,429,0.037296037296037296
781,0.0,0.0,0.0,0.0,0.0,0.0,16,40,0.4
563,0.4235788899331951,0.8471577798663902,0.0,0.0,0.9967741935483871,0.0,16,310,0.05161290322580645
466,0.4889408410027544,0.9778816820055088,0.0,1.0,0.9943820224719101,0.0,16,712,0.02247191011235955
402,0.0,0.0,0.0,0.0,0.0,0.0,16,61,0.26229508196721313
110,0.24837571244951315,0.4967514248990263,0.0,0.0,0.9970674486803519,0.0,16,341,0.0469208211143695
169,0.4192470580137807,0.8384941160275614,0.0,0.35807887327717935,0.9705263157894737,0.0,16,475,0.03368421052631579
349,0.0,0.0,0.0,0.0,0.0,0.0,16,830,0.01927710843373494
469,0.4967807053069721,0.9935614106139442,0.0,0.0,0.996268656716418,0.0,16,268,0.05970149253731343
37,0.0,0.0,0.0,0.0,0.0,0.0,16,136,0.11764705882352941
79,0.0348552326501596,0.0697104653003192,0.0,0.1688505080042768,0.9743589743589743,0.0,16,117,0.13675213675213677
537,0.0,0.0,0.0,0.0,0.0,0.0,16,193,0.08290155440414508
562,0.0,0.0,0.0,0.0,0.0,0.0,16,76,0.21052631578947367
794,0.0,0.0,0.0,0.0,0.0,0.0,16,113,0.1415929203539823
321,0.0,0.0,0.0,0.0,0.0,0.0,16,131,0.12213740458015267
393,0.3803237554917971,0.7606475109835942,0.0,1.0,0.9647577092511013,0.0,16,227,0.07048458149779736
754,0.0,0.0,0.0,0.0,0.0,0.0,16,156,0.10256410256410256
105,0.03613170484818479,0.07226340969636957,0.0,0.0,0.9953051643192489,0.0,16,213,0.07511737089201878
806,0.0,0.0,0.0,0.0,0.0,0.0,16,134,0.11940298507462686
259,0.30996929994233063,0.6199385998846613,0.0,1.0,0.9634464751958225,0.0,16,383,0.04177545691906005
22,0.04134892963923213,0.08269785927846426,0.0,0.20448977322363418,0.9872881355932204,0.0,16,236,0.06779661016949153
778,0.0,0.0,0.0,0.0,0.0,0.0,16,111,0.14414414414414414
809,0.0,0.0,0.0,0.0,0.0,0.0,16,141,0.11347517730496454
789,0.0,0.0,0.0,0.0,0.0,0.0,16,100,0.16
362,0.40991420606196655,0.8198284121239331,0.0,0.0,0.9963768115942029,0.0,16,276,0.057971014492753624
300,0.1557608334047182,0.3115216668094364,0.0,0.6840826501681153,0.9842931937172775,0.0,16,191,0.08376963350785341
337,0.0005132671383448763,0.0010265342766897527,0.0,0.0,0.9931972789115646,0.0,16,147,0.10884353741496598
863,0.0,0.0,0.0,0.0,0.0,0.0,16,66,0.24242424242424243
885,0.0,0.0,0.0,0.0,0.0,0.0,16,341,0.0469208211143695
121,0.06369508733206501,0.12739017466413002,0.0,0.35219119464414517,0.9651162790697675,0.0,16,172,0.09302325581395349
447,0.1526917701490351,0.3053835402980702,0.0,0.0,0.9973474801061007,0.0,16,377,0.042440318302387266
225,0.19969468870469895,0.3993893774093979,0.0,0.9235938625137132,0.9788732394366197,0.0,16,142,0.11267605633802817
801,0.0,0.0,0.0,0.0,0.0,0.0,16,286,0.055944055944055944
342,0.02559728574948402,0.05119457149896804,0.0,0.0,0.9947089947089947,0.0,16,189,0.08465608465608465
753,0.2699080751767163,0.5398161503534326,0.0,0.0,0.9961538461538462,0.0,16,260,0.06153846153846154
540,0.1736266639288268,0.3472533278576536,0.0,0.0,0.9949494949494949,0.0,16,198,0.08080808080808081
317,0.0,0.0,0.0,0.0,0.0,0.0,16,119,0.13445378151260504
