video_id,scbi,score_quality,coverage,diversity,efficiency,balance,num_selected,num_dense,compression_ratio
112,0.2752531479106891,0.5505062958213782,0.0,0.7724654195067207,0.8461538461538461,0.0,16,65,0.24615384615384617
263,0.026160001311064007,0.05232000262212801,0.0,0.11312348772298615,0.9919137466307277,0.0,14,371,0.03773584905660377
225,0.08302317525280879,0.16604635050561758,0.0,0.8041125843758633,0.9577464788732395,0.0,16,142,0.11267605633802817
95,0.2140423531180005,0.428084706236001,0.0,0.7451480545246768,0.9523809523809523,0.0,16,189,0.08465608465608465
188,0.04948727560082324,0.09897455120164649,0.0,0.3981092632416114,0.9565217391304348,0.0,16,92,0.17391304347826086
769,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
485,0.10825898807842817,0.21651797615685633,0.0,0.0,0.9830508474576272,0.0,16,59,0.2711864406779661
875,0.0,0.0,0.0,0.0,0.0,0.0,16,111,0.14414414414414414
688,0.0,0.0,0.0,0.0,0.0,0.0,16,196,0.08163265306122448
852,0.54528288847718,0.09056577695435987,1.0,0.13185077193275263,0.9866666666666667,0.16608952686427467,16,150,0.10666666666666667
124,0.5023782616186698,0.00475652323733969,1.0,0.004990584895156698,0.9879518072289156,0.009468011657220408,16,166,0.0963855421686747
33,0.0,0.0,0.0,0.0,0.0,0.0,16,208,0.07692307692307693
2,0.750266168887394,0.5005323377747879,1.0,1.0,0.9846153846153847,0.6671396879284208,16,130,0.12307692307692308
575,0.7384203634339837,0.4768407268679674,1.0,1.0,0.9894736842105263,0.645757823701456,16,190,0.08421052631578947
735,0.0,0.0,0.0,0.0,0.0,0.0,16,84,0.19047619047619047
474,0.01765989996233648,0.03531979992467296,0.0,0.0,0.9887640449438202,0.0,16,89,0.1797752808988764
719,0.0,0.0,0.0,0.0,0.0,0.0,16,174,0.09195402298850575
877,0.0,0.0,0.0,0.0,0.0,0.0,16,236,0.06779661016949153
17,0.105677828340216,0.211355656680432,0.0,0.0,0.9939024390243902,0.0,16,164,0.0975609756097561
368,0.50258517994466,0.005170359889320039,1.0,0.007693938700224781,0.996,0.010287529548502306,16,500,0.032
490,0.9933083448543907,0.9866166897087812,1.0,0.04807829438195937,0.9948979591836735,0.9932632649466059,16,392,0.04081632653061224
520,0.5825212268935995,0.16504245378719903,1.0,0.002226952272152795,0.9844961240310077,0.28332435998481625,16,129,0.12403100775193798
617,0.0,0.0,0.0,0.0,0.0,0.0,16,187,0.0855614973262032
834,0.0,0.0,0.0,0.0,0.0,0.0,16,149,0.10738255033557047
289,0.0,0.0,0.0,0.0,0.0,0.0,16,39,0.41025641025641024
232,0.6988040881157047,0.3976081762314094,1.0,0.6604804576941319,0.9772727272727273,0.5689837580995596,16,88,0.18181818181818182
236,0.13528992950241622,0.27057985900483245,0.0,0.8435354556352129,0.9674418604651163,0.0,16,215,0.07441860465116279
269,0.7099758498246174,0.4199516996492347,1.0,0.5548583630581045,0.9904306220095693,0.5915013866358606,16,209,0.07655502392344497
157,0.43892809724604137,0.8778561944920827,0.0,0.6755054613413385,0.9911012235817576,0.0,16,899,0.017797552836484983
831,0.9208900751996429,0.841780150399286,1.0,0.3742232441628391,0.9910714285714286,0.9140940629822659,16,224,0.07142857142857142
802,0.001297835339020812,0.002595670678041624,0.0,0.0,0.9942528735632183,0.0,16,174,0.09195402298850575
72,0.2769368040495058,0.5538736080990116,0.0,0.7108174092287034,0.9947735191637631,0.0,16,574,0.027874564459930314
518,0.15523050478665104,0.3104610095733021,0.0,1.0,0.9473684210526316,0.0,16,76,0.21052631578947367
517,0.6120011711209359,0.22400234224187165,1.0,0.23875994465716271,0.9803921568627451,0.3660161986807819,16,102,0.1568627450980392
796,0.0010744091728672556,0.002148818345734511,0.0,0.0,0.9924242424242424,0.0,16,132,0.12121212121212122
143,0.47669343046513396,0.9533868609302679,0.0,0.0,0.9953488372093023,0.0,16,215,0.07441860465116279
709,0.22778852789596873,0.45557705579193747,0.0,0.0,0.9908256880733946,0.0,16,109,0.14678899082568808
869,0.0,0.0,0.0,0.0,0.0,0.0,16,144,0.1111111111111111
45,0.2773781758421307,0.5547563516842614,0.0,0.0,0.9939393939393939,0.0,16,165,0.09696969696969697
198,0.01850921220790925,0.0370184244158185,0.0,0.0,0.9921875,0.0,16,128,0.125
